,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
"CSCI 4650 - INTRODUCTION TO CLOUD COMPUTING"
,"4079","16802","Fall 2023","1238","UNO-CSCI","CSCI","4650","CSCI 4650","850","INTRODUCTION TO CLOUD COMPUTING","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Zhang, Tiffany (60933043) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","20","20","","","99","0","20","Also CSCI 8656-850","40","40","","99","0","40","","","",""
"CSCI 4830 - INTRODUCTION SOFTWARE ENGINEERING"
,"877","15026","Fall 2023","1238","UNO-CSCI","CSCI","4830","CSCI 4830","820","INTRODUCTION SOFTWARE ENGINEERING","","Lecture","","TR 7:30pm-8:45pm","TR 7:30pm-8:45pm","Guo, Bo (47178658) [Primary Instructor, Post, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","25","35","","","99","0","40","","","","","","","","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.",""
,"878","14626","Fall 2023","1238","UNO-CSCI","CSCI","4830","CSCI 4830","850","INTRODUCTION SOFTWARE ENGINEERING","","Lecture","","Does Not Meet","Does Not Meet","Guo, Bo (47178658) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","35","35","","","99","0","40","","","","","","","","","","",""
"CSCI 4850 - DATABASE MANAGEMENT SYSTEMS"
,"879","14628","Fall 2023","1238","UNO-CSCI","CSCI","4850","CSCI 4850","850","DATABASE MANAGEMENT SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Chen, Zhengxin (31566178) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","20","20","","","99","0","25","Also CSCI 8856-850","29","30","","99","1","30","","","",""
"CSCI 4950 - INTERNSHIP IN COMPUTER SCIENCE"
,"881","14629","Fall 2023","1238","UNO-CSCI","CSCI","4950","CSCI 4950","001","INTERNSHIP IN COMPUTER SCIENCE","","Internship","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Satisfactory/Unsatisfactory","","","","0","30","","","99","0","25","","","","","","","","","","",""
,"882","15503","Fall 2023","1238","UNO-CSCI","CSCI","4950","CSCI 4950","850","INTERNSHIP IN COMPUTER SCIENCE","","Internship","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","Department Consent Required","1","3","Satisfactory/Unsatisfactory","Online: Totally Online","","","5","30","","","99","0","20","","","","","","","","","","",""
"CSCI 4970 - CAPSTONE PROJECT"
,"3054","14640","Fall 2023","1238","UNO-CSCI","CSCI","4970","CSCI 4970","001","CAPSTONE PROJECT","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Service Learning Component: Includes Service Learning Component","","","39","50","","","99","0","50","","","","","","","","","","",""
"CSCI 4990 - INDEPENDENT STUDIES"
,"883","14641","Fall 2023","1238","UNO-CSCI","CSCI","4990","CSCI 4990","001","INDEPENDENT STUDIES","","Independent Study","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Graded","","","","1","10","","","0","0","10","","","","","","","","","","",""
"CSCI 8000 - ADVANCED CONCEPTS IN PROGRAMMING LANGUAGES"
,"884","14642","Fall 2023","1238","UNO-CSCI","CSCI","8000","CSCI 8000","001","ADVANCED CONCEPTS IN PROGRAMMING LANGUAGES","","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Fandinno Garcia, Jorge (87694147) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","25","25","","","99","0","32","","","","","","","","","","",""
"CSCI 8010 - FOUNDATIONS OF COMPUTER SCIENCE"
,"5235","20542","Fall 2023","1238","UNO-CSCI","CSCI","8010","CSCI 8010","850","FOUNDATIONS OF COMPUTER SCIENCE","","Lecture","","Does Not Meet","Does Not Meet","Perez, Alfredo (72852090) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","6","15","","","0","0","15","","","","","","","","","","",""
"CSCI 8060 - ALGORITHMIC COMBINATORICS"
,"5202","20521","Fall 2023","1238","UNO-CSCI","CSCI","8060","CSCI 8060","001","ALGORITHMIC COMBINATORICS","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","0","0","5","Also MATH 8060-001","0","35","","99","0","35","","","",""
"CSCI 8105 - APPLIED COMBINATORICS"
,"885","14871","Fall 2023","1238","UNO-CSCI","CSCI","8105","CSCI 8105","001","APPLIED COMBINATORICS","","Lecture","","MW 5:30pm-6:45pm","MW 5:30pm-6:45pm","Velcsov, Dora (32794380) [Primary Instructor, Post, Print]","Durham Science Center 111","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","3","","","0","0","3","See CSCI 3100-001","39","48","","99","0","48","","","",""
"CSCI 8110 - ADVANCED TOPICS IN ARTIFICIAL INTELLIGENCE"
,"896","15507","Fall 2023","1238","UNO-CSCI","CSCI","8110","CSCI 8110","001","ADVANCED TOPICS IN ARTIFICIAL INTELLIGENCE","","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Zhong, Xin (11981844) [Primary Instructor, Post, Print]","Peter Kiewit Institute 276","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","22","30","","","99","0","30","","","","","","","","","","",""
"CSCI 8156 - GRAPH THEORY & APPLICATIONS"
,"886","16416","Fall 2023","1238","UNO-CSCI","CSCI","8156","CSCI 8156","001","GRAPH THEORY & APPLICATIONS","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Ali, Hesham (76789688) [Primary Instructor, Post, Print]","Peter Kiewit Institute 164","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","3","7","","","99","0","7","See CSCI 4150-001","36","45","","99","0","45","","","",""
"CSCI 8210 - ADVANCED COMMUNICATIONS NETWORKS"
,"4920","18613","Fall 2023","1238","UNO-CSCI","CSCI","8210","CSCI 8210","001","ADVANCED COMMUNICATIONS NETWORKS","","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Youn, Jong-Hoon (52249412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","9","25","","","0","0","25","","","","","","","","","","",""
"CSCI 8256 - HUMAN COMPUTER INTERACTION"
,"887","16190","Fall 2023","1238","UNO-CSCI","CSCI","8256","CSCI 8256","850","HUMAN COMPUTER INTERACTION","","Lecture","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","14","15","","","99","0","15","See CSCI 4250-850","45","50","","99","3","50","","","",""
,"888","16604","Fall 2023","1238","UNO-CSCI","CSCI","8256","CSCI 8256","851","HUMAN COMPUTER INTERACTION","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","0","10","","","99","0","10","","","","","","","","","","",""
"CSCI 8300 - IMAGE PROCESSING AND COMPUTER VISION"
,"4728","18151","Fall 2023","1238","UNO-CSCI","CSCI","8300","CSCI 8300","850","IMAGE PROCESSING AND COMPUTER VISION","","Lecture","","Does Not Meet","Does Not Meet","Zhu, Qiuming (22746848) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","19","25","","","0","0","25","","","","","","","","","","",""
"CSCI 8306 - DETERMINISTIC OPERATIONS RESEARCH MODELS"
,"5200","20519","Fall 2023","1238","UNO-CSCI","CSCI","8306","CSCI 8306","001","DETERMINISTIC OPERATIONS RESEARCH MODELS","","Lecture","","MW 4pm-5:15pm","MW 4pm-5:15pm","Love, Betty (16012134) [Primary Instructor, Post, Print]","Allwine Hall 303","Active","Regular Academic Session","UNO","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","0","0","5","See MATH 4300-001","29","45","","198","0","80","","","",""
"CSCI 8350 - DATA WAREHOUSING AND DATA MINING"
,"890","16187","Fall 2023","1238","UNO-CSCI","CSCI","8350","CSCI 8350","850","DATA WAREHOUSING AND DATA MINING","","Lecture","","Does Not Meet","Does Not Meet","Chen, Zhengxin (31566178) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","20","20","","","5","0","25","","","","","","","","","","",""
"CSCI 8366 - FOUNDATIONS OF CYBERSECURITY"
,"891","15525","Fall 2023","1238","UNO-CSCI","CSCI","8366","CSCI 8366","850","FOUNDATIONS OF CYBERSECURITY","","Lecture","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","3","3","","","99","0","3","Also CYBR 4360-850, CYBR 8366-850","41","40","","99","4","40","","","",""
,"892","14644","Fall 2023","1238","UNO-CSCI","CSCI","8366","CSCI 8366","851","FOUNDATIONS OF CYBERSECURITY","","Lecture","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","2","3","","","99","0","3","Also CYBR 4360-851, CYBR 8366-851","30","45","","99","2","45","","","",""
"CSCI 8420 - SOFTWARE ASSURANCE"
,"894","14645","Fall 2023","1238","UNO-CSCI","CSCI","8420","CSCI 8420","850","SOFTWARE ASSURANCE","","Lecture","","Does Not Meet","Does Not Meet","Gandhi, Robin (20882301) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","8","10","","","99","0","10","Also CYBR 8420-850","28","30","","99","0","30","","","",""
"CSCI 8456 - INTRODUCTION TO ARTIFICIAL INTELLIGENCE"
,"4894","18572","Fall 2023","1238","UNO-CSCI","CSCI","8456","CSCI 8456","001","INTRODUCTION TO ARTIFICIAL INTELLIGENCE","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Fandinno Garcia, Jorge (87694147) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","10","10","","","99","0","10","See CSCI 4450-001","30","30","","99","8","30","","","",""
,"4895","18574","Fall 2023","1238","UNO-CSCI","CSCI","8456","CSCI 8456","002","INTRODUCTION TO ARTIFICIAL INTELLIGENCE","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Lierler, Yuliya (42486005) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","8","10","","","0","0","10","See CSCI 4450-002","28","30","","99","0","30","","","",""
"CSCI 8520 - ADVANCED TOPICS IN OPERATIONS RESEARCH"
,"5201","20522","Fall 2023","1238","UNO-CSCI","CSCI","8520","CSCI 8520","001","ADVANCED TOPICS IN OPERATIONS RESEARCH","","Lecture","SIMULATION MODELING","TR 5:30pm-6:45pm","TR 5:30pm-6:45pm","Torres Vitor, Fabio (96992727) [Primary Instructor, Post, Print]","Durham Science Center 110","Active","Regular Academic Session","UNO","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","1","5","","","0","0","5","See MATH 8520-001","7","35","","99","0","35","","","See https://bit.ly/42tjCki for more information.",""
"CSCI 8620 - MOBILE COMPUTING AND WIRELESS NETWORKS"
,"898","16186","Fall 2023","1238","UNO-CSCI","CSCI","8620","CSCI 8620","001","MOBILE COMPUTING AND WIRELESS NETWORKS","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","15","","","5","0","20","","","","","","","","","","",""
"CSCI 8656 - INTRODUCTION TO CLOUD COMPUTING"
,"4078","16803","Fall 2023","1238","UNO-CSCI","CSCI","8656","CSCI 8656","850","INTRODUCTION TO CLOUD COMPUTING","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Zhang, Tiffany (60933043) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","20","20","","","99","0","25","See CSCI 4650-850","40","40","","99","0","40","","","",""
"CSCI 8700 - SOFTWARE SPECIFICATIONS AND DESIGN"
,"4785","18316","Fall 2023","1238","UNO-CSCI","CSCI","8700","CSCI 8700","001","SOFTWARE SPECIFICATIONS AND DESIGN","","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","30","30","","","0","0","30","","","","","","","","","","",""
"CSCI 8710 - MODERN SOFTWARE DEVELOPMENT METHODOLOGIES"
,"899","15496","Fall 2023","1238","UNO-CSCI","CSCI","8710","CSCI 8710","820","MODERN SOFTWARE DEVELOPMENT METHODOLOGIES","","Lecture","","TR 7:30pm-8:45pm","TR 7:30pm-8:45pm","Song, Myoungkyu (44676836) [Primary Instructor, Post, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","9","25","","","99","0","25","","","","","","","","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.",""
"CSCI 8856 - DATABASE MANAGEMENT SYSTEMS"
,"901","14648","Fall 2023","1238","UNO-CSCI","CSCI","8856","CSCI 8856","850","DATABASE MANAGEMENT SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Chen, Zhengxin (31566178) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","9","10","","","99","0","5","See CSCI 4850-850","29","30","","99","1","30","","","",""
"CSCI 8950 - GRADUATE INTERNSHIP IN COMPUTER SCIENCE"
,"3060","14649","Fall 2023","1238","UNO-CSCI","CSCI","8950","CSCI 8950","001","GRADUATE INTERNSHIP IN COMPUTER SCIENCE","","Internship","","Does Not Meet","Does Not Meet","Song, Myoungkyu (44676836) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Satisfactory/Unsatisfactory","","","","6","30","","","99","0","25","","","","","","","","","","",""
,"3061","15504","Fall 2023","1238","UNO-CSCI","CSCI","8950","CSCI 8950","850","GRADUATE INTERNSHIP IN COMPUTER SCIENCE","","Internship","","Does Not Meet","Does Not Meet","Song, Myoungkyu (44676836) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","Department Consent Required","1","3","Satisfactory/Unsatisfactory","Online: Totally Online","","","0","30","","","99","0","15","","","","","","","","","","",""
"CSCI 8960 - THESIS EQUIVALENT PROJECT IN COMPUTER SCIENCE"
,"902","14650","Fall 2023","1238","UNO-CSCI","CSCI","8960","CSCI 8960","001","THESIS EQUIVALENT PROJECT IN COMPUTER SCIENCE","","Master's Thesis","","Does Not Meet","Does Not Meet","Song, Myoungkyu (44676836) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","6","Satisfactory/Unsatisfactory","","","","6","30","","","99","0","25","","","","","","","","","","",""
"CSCI 8970 - INDEPENDENT STUDY"
,"903","15499","Fall 2023","1238","UNO-CSCI","CSCI","8970","CSCI 8970","001","INDEPENDENT STUDY","","Independent Study","","Does Not Meet","Does Not Meet","Song, Myoungkyu (44676836) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Graded","","","","2","15","","","99","0","15","","","","","","","","","","",""
"CSCI 8990 - THESIS"
,"904","14651","Fall 2023","1238","UNO-CSCI","CSCI","8990","CSCI 8990","001","THESIS","","Master's Thesis","","Does Not Meet","Does Not Meet","Song, Myoungkyu (44676836) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","6","Satisfactory/Unsatisfactory","","","","6","30","","","99","0","25","","","","","","","","","","",""
"CSCI 9810 - RESEARCH FOUNDATIONS IN THEORETICAL COMPUTING"
,"905","16188","Fall 2023","1238","UNO-CSCI","CSCI","9810","CSCI 9810","001","RESEARCH FOUNDATIONS IN THEORETICAL COMPUTING","","Seminar","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","15","","","5","0","15","","","","","","","","","","",""
"CSTE 8960 - THESIS EQUIVALENT PROJECT IN CS EDUCATION"
,"3812","14652","Fall 2023","1238","UNO-CSCI","CSTE","8960","CSTE 8960","001","THESIS EQUIVALENT PROJECT IN CS EDUCATION","","Master's Thesis","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","6","Satisfactory/Unsatisfactory","","","","0","10","","","0","0","10","","","","","","","","","","Distance students may enroll in this course, without needing to meet in-person, with program chair and supervisory committee chair approval.",""
"CSTE 8970 - CS ED INDEPENDENT STUDY"
,"3743","14665","Fall 2023","1238","UNO-CSCI","CSTE","8970","CSTE 8970","001","CS ED INDEPENDENT STUDY","","Independent Study","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Graded","","","","1","10","","","0","0","10","","","","","","","","","","Distance students may enroll in this course, without needing to meet in-person, with program chair approval.",""
"CSTE 8990 - THESIS"
,"3744","14666","Fall 2023","1238","UNO-CSCI","CSTE","8990","CSTE 8990","001","THESIS","","Master's Thesis","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","6","Satisfactory/Unsatisfactory","","","","0","10","","","0","0","10","","","","","","","","","","Distance students may enroll in this course, without needing to meet in-person, with program chair and supervisory committee chair approval.",""
"CYBR 1100 - INTRODUCTION TO INFORMATION SECURITY"
,"1561","14668","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","001","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","TR 12pm-1:15pm","TR 12pm-1:15pm","Babb, Derek (17848255) [Primary Instructor, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","31","30","","","99","0","30","","","","","","","","","","",""
,"1562","14671","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","002","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","TR 9am-10:15am","TR 9am-10:15am","Babb, Derek (17848255) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"1563","16278","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","003","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","MW 3pm-4:15pm","MW 3pm-4:15pm","Rogers, John (13956876) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"4211","17112","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","004","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","MW 12pm-1:15pm","MW 12pm-1:15pm","Babb, Derek (17848255) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","30","30","","","0","0","30","","","","","","","","","","",""
,"5987","21991","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","601","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Henderson, Randall (18386235) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","North High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","3","30","","","0","0","30","","","","","","","","","","",""
,"5988","21992","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","602","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Lodes, Julie (03247341) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Platteview High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","1","30","","","0","0","30","","","","","","","","","","",""
,"5989","21993","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","603","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Pacer, Thomas (61129184) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Creighton Prep High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","3","3","Graded","University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","0","30","","","0","0","30","","","","","","","","","","",""
,"1568","14673","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","850","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","30","30","","","99","0","30","","","","","","","","","","",""
,"1569","14670","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","851","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","0","30","","","99","0","30","","","","","","","","","","",""
,"1570","14672","Fall 2023","1238","UNO-IDIF","CYBR","1100","CYBR 1100","852","INTRODUCTION TO INFORMATION SECURITY","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","28","30","","","99","0","30","","","","","","","","","","",""
"CYBR 2250 - LOW-LEVEL PROGRAMMING"
,"5550","21579","Fall 2023","1238","UNO-IDIF","CYBR","2250","CYBR 2250","001","LOW-LEVEL PROGRAMMING","","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Reiling, Scott (84932530) [Primary Instructor, Post, Print]","Peter Kiewit Institute 276","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","10","30","","","0","0","30","","","","","","","","","","",""
,"3685","14986","Fall 2023","1238","UNO-IDIF","CYBR","2250","CYBR 2250","850","LOW-LEVEL PROGRAMMING","","Lecture","","Does Not Meet","Does Not Meet","Ellis, Dalton (59037893) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: Low Cost Materials; Online: Totally Online","","","30","30","","","99","0","35","","","","","","","","","","",""
"CYBR 2600 - SYSTEM ADMINISTRATION"
,"3945","15490","Fall 2023","1238","UNO-IDIF","CYBR","2600","CYBR 2600","001","SYSTEM ADMINISTRATION","","Lecture/Lab (combo)","","TR 3pm-4:15pm","TR 3pm-4:15pm","Zhao, Rui (78266138) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","30","30","","","99","0","35","","","","","","","","","","",""
